sales_type_id,vehicle_id,employee_id,customer_id,dealership_id,price,deposit,purchase_date,pickup_date,invoice_number,payment_method,sale_returned
1,111,97,745,10,91039.35,7517,9/20/08 16:39,9/25/08 16:39,7019727980,china-unionpay,TRUE
1,112,68,542,42,92887.56,15633,8/8/08 9:36,8/26/08 9:36,7198101739,switch,
2,113,566,545,15,65481.62,3942,11/1/05 9:46,11/6/05 9:46,8797437077,jcb,
1,114,970,919,49,26318.25,8893,7/10/05 13:24,7/16/05 13:24,8198985697,jcb,
1,115,999,913,47,32127.55,5887,1/18/20 4:18,1/30/20 4:18,1371330689,china-unionpay,
1,116,981,764,31,72562.08,10208,5/10/05 21:52,5/14/05 21:52,2320620990,jcb,
2,117,901,223,1,66341.32,7016,2/10/20 21:36,3/2/20 21:36,2587846420,jcb,
2,118,901,490,49,50577.93,17216,1/31/08 21:20,2/13/08 21:20,2642755592,jcb,
2,119,848,686,15,91113.11,16261,1/10/19 6:47,2/5/19 6:47,1927279836,mastercard,
1,120,597,855,5,90388.7,8734,6/16/08 4:10,7/3/08 4:10,8724993204,jcb,
2,121,624,1051,1,21759.03,12897,9/25/05 3:40,10/23/05 3:40,6411123616,instapayment,
2,122,756,19,15,98941.06,3115,5/18/05 6:32,6/16/05 6:32,680101403,jcb,
2,123,809,749,27,75820.84,17976,11/1/11 16:13,11/3/11 16:13,7072875298,mastercard,
1,124,610,888,7,63015.07,9593,12/27/16 16:10,1/9/17 16:10,7150289940,jcb,
2,125,370,388,32,90673.69,17337,10/29/11 2:03,10/30/11 2:03,8935533033,jcb,
2,126,794,1026,32,96980.69,17099,8/26/14 4:16,9/19/14 4:16,7641651518,diners-club-enroute,
2,127,278,40,41,77896.93,14514,11/16/10 16:04,12/4/10 16:04,7014936549,jcb,
1,128,125,114,30,26016.52,5198,6/7/17 10:46,6/18/17 10:46,4341703242,jcb,
2,129,770,33,4,98364.13,7957,5/13/05 17:22,6/2/05 17:22,2768814814,laser,
1,130,650,939,6,78013.63,2932,1/1/08 4:11,1/9/08 4:11,657966851,diners-club-carte-blanche,
2,131,616,351,30,48792.43,17272,11/30/14 4:57,12/12/14 4:57,2816635368,switch,
2,132,246,860,22,68084.85,17901,1/8/20 0:37,1/15/20 0:37,7936665919,jcb,
1,133,385,451,29,51378.13,7641,4/22/19 17:09,5/11/19 17:09,8416942501,china-unionpay,
1,134,830,255,30,54333.57,1537,6/14/11 16:33,6/26/11 16:33,1273425103,jcb,
2,135,945,1028,37,78308.47,15251,10/15/17 6:17,11/3/17 6:17,9709966308,bankcard,
1,136,797,946,13,69764.58,11499,12/28/12 8:34,1/18/13 8:34,477879659,mastercard,
1,137,168,343,49,80143.4,12080,1/4/07 8:38,1/14/07 8:38,388746114,instapayment,
2,138,286,118,12,45775.81,11957,9/2/18 15:07,9/3/18 15:07,8985790692,jcb,
2,139,527,974,18,21912.48,4211,2/21/11 11:27,3/12/11 11:27,8765391225,jcb,
2,140,102,132,22,34852.45,16420,8/1/19 23:41,8/2/19 23:41,284528617,mastercard,
2,141,727,232,50,52905.78,11219,11/11/12 20:14,11/16/12 20:14,1046619942,jcb,
2,142,581,136,35,33498.52,1225,11/30/08 12:15,12/3/08 12:15,2548315703,instapayment,
2,143,441,607,12,65237.42,8105,10/8/12 9:45,10/31/12 9:45,3684218537,jcb,
1,144,408,744,34,26908,10410,4/20/16 6:14,5/2/16 6:14,8294476900,jcb,
2,145,444,88,46,71839.79,1940,1/15/19 17:44,1/18/19 17:44,59352736,jcb,
1,146,525,564,6,98363.79,15462,3/22/18 18:04,4/7/18 18:04,495251003,switch,TRUE
2,147,590,653,14,62031.49,5771,5/16/11 21:23,6/7/11 21:23,3005996336,visa-electron,
2,148,60,497,9,90292.3,1008,6/9/12 9:52,6/27/12 9:52,4966426367,jcb,
1,149,571,291,16,25753.15,15399,11/3/09 13:24,11/10/09 13:24,6983512472,jcb,
2,150,679,895,14,42464.38,11284,7/3/05 18:40,7/14/05 18:40,1926830261,jcb,
1,151,812,633,18,69992.16,12608,10/24/15 15:00,11/15/15 15:00,7314410801,diners-club-enroute,
1,152,85,544,13,23474.79,501,3/9/09 3:37,4/3/09 3:37,856382108,jcb,
1,153,306,999,33,27564.78,5470,3/23/11 9:31,3/31/11 9:31,7626875206,maestro,
2,154,317,424,21,97245.73,5283,8/27/12 20:03,9/9/12 20:03,8909729082,switch,
1,155,8,994,29,55876.81,2367,6/7/05 11:00,6/25/05 11:00,2296277500,mastercard,
2,156,10,15,15,37607.75,13943,6/8/20 18:15,6/10/20 18:15,4596634173,china-unionpay,
2,157,903,751,29,78748.62,11287,9/10/19 18:40,9/22/19 18:40,1235421473,jcb,
2,158,597,281,8,62700.16,3723,7/10/10 20:43,7/27/10 20:43,8345706541,jcb,
1,159,334,79,24,64645.7,2430,10/19/18 12:25,10/31/18 12:25,5969707686,jcb,
1,160,251,559,18,72633.95,7927,12/7/18 8:30,12/15/18 8:30,173463282,diners-club-international,
2,161,399,690,2,71180.99,2725,2/29/08 20:49,3/30/08 20:49,9514881516,instapayment,
2,162,45,81,39,84384.47,17919,4/18/12 21:59,4/23/12 21:59,9902261280,jcb,
1,163,716,220,28,26635.86,10106,7/14/18 10:39,8/10/18 10:39,225589826,jcb,
2,164,189,988,12,48287.14,9073,6/26/13 21:52,7/17/13 21:52,2216020753,maestro,
2,165,707,572,8,90246.12,931,2/10/07 17:49,2/17/07 17:49,9469418824,jcb,
1,166,494,971,38,68266.82,1850,1/31/11 8:34,2/27/11 8:34,4224587467,americanexpress,
1,167,842,638,13,45328.29,13801,4/4/07 14:16,4/22/07 14:16,6031932024,diners-club-enroute,
2,168,688,534,26,44321.23,10867,8/27/15 16:02,9/12/15 16:02,1633561631,jcb,
2,169,810,109,27,35670.34,10097,8/21/19 17:59,9/1/19 17:59,7270548250,jcb,
2,170,838,634,10,82883.75,9197,1/28/18 6:40,2/2/18 6:40,5587203719,jcb,
2,171,179,690,25,23135.84,9833,4/11/09 9:31,4/21/09 9:31,5729722400,laser,
1,172,812,202,17,29553.29,6513,5/5/18 11:46,5/8/18 11:46,7810377833,jcb,
1,173,443,738,48,71215.86,15080,11/8/14 19:07,12/8/14 19:07,3531152475,switch,
1,174,39,603,36,32601.89,4226,7/6/19 8:03,7/24/19 8:03,4037457105,jcb,
1,175,387,311,6,45811.46,14436,12/19/15 15:17,1/17/16 15:17,2528107757,jcb,
2,176,632,1051,42,43514.22,7788,5/5/15 15:08,5/16/15 15:08,4221514213,instapayment,
2,177,336,885,48,37730.93,12846,6/22/06 23:36,7/19/06 23:36,1380376866,visa,
2,178,973,732,6,68028.12,17919,9/27/19 16:57,10/27/19 16:57,8010866067,jcb,
2,179,465,519,22,73355.14,10197,3/14/10 2:13,3/16/10 2:13,3914531819,bankcard,
1,180,853,302,31,34915.82,2759,12/16/15 1:15,1/9/16 1:15,4281707662,jcb,
2,181,637,466,5,67057.75,16783,3/20/18 8:39,4/17/18 8:39,1279808918,diners-club-carte-blanche,
1,182,651,582,9,79438.66,3867,2/1/10 15:34,2/20/10 15:34,9481072169,jcb,TRUE
2,183,478,1097,26,38037.92,9328,10/28/08 10:17,10/29/08 10:17,313518238,jcb,
2,184,461,1087,23,70441.88,5805,11/18/13 12:31,11/20/13 12:31,1116212307,switch,
2,185,637,131,49,44404.94,9767,4/27/20 12:34,5/27/20 12:34,4021236031,jcb,
1,186,516,59,6,65763.15,2465,4/24/18 21:42,5/3/18 21:42,2035134692,mastercard,
2,187,869,272,48,51887.64,1227,12/8/09 10:05,12/13/09 10:05,3768167542,jcb,
2,188,360,865,41,98460.06,5923,2/25/15 0:45,3/4/15 0:45,3266029860,diners-club-carte-blanche,
1,189,445,117,11,35764.65,6573,5/16/10 11:56,6/11/10 11:56,1405690593,jcb,
2,190,866,217,6,92634.13,11526,4/5/18 3:37,4/30/18 3:37,5802442123,americanexpress,
1,191,606,908,7,40683.94,16584,2/3/09 18:26,2/7/09 18:26,7526466169,jcb,
1,192,102,921,29,54326.44,2026,5/9/19 13:50,5/30/19 13:50,6699789759,maestro,
1,193,325,967,3,26480.1,1246,9/4/12 20:39,9/15/12 20:39,2721882392,jcb,
2,194,486,277,24,55570.69,2285,10/10/08 19:15,10/24/08 19:15,5609920205,diners-club-enroute,
1,195,27,445,49,92109.97,11043,1/11/13 23:56,2/3/13 23:56,3294850417,china-unionpay,
1,196,348,1002,15,78673.14,9899,5/1/10 2:29,5/15/10 2:29,5779051046,switch,
2,197,50,858,35,60150.82,17344,9/7/14 4:30,9/22/14 4:30,8659470575,jcb,
1,198,435,109,2,64658.19,2125,7/2/14 23:07,7/4/14 23:07,9756695706,jcb,
1,199,470,3,20,36755.77,3185,12/31/06 19:54,1/27/07 19:54,8920419078,jcb,
1,200,545,377,40,28293.82,8694,3/22/18 1:06,3/29/18 1:06,170036510,maestro,
2,201,749,1017,39,84255.83,3112,9/10/05 8:31,9/15/05 8:31,7655339589,diners-club-international,
1,202,571,346,43,23028.77,4650,1/23/20 8:31,2/17/20 8:31,4652716265,maestro,
1,203,353,350,11,29625.65,5828,11/14/17 19:32,11/21/17 19:32,5000866797,diners-club-enroute,
1,204,376,607,35,52901.07,11214,10/22/16 2:41,11/20/16 2:41,2842608828,switch,
2,205,549,148,42,91792.87,6767,11/1/16 0:23,11/12/16 0:23,6608626916,visa,
2,206,80,315,36,40317.33,11873,6/16/11 1:39,6/22/11 1:39,7070082630,diners-club-international,
2,207,268,655,40,89406.88,9393,12/15/12 16:24,12/27/12 16:24,2628618370,jcb,
2,208,551,428,16,43936.67,15368,8/1/05 18:27,8/6/05 18:27,9797753409,jcb,
1,209,430,87,48,31291.08,14194,4/11/13 2:06,4/22/13 2:06,2885385170,diners-club-us-ca,TRUE
1,210,915,759,30,49781.04,10113,11/27/05 14:04,12/26/05 14:04,1525474855,jcb,
2,211,567,209,28,90546.4,3542,11/12/18 18:41,11/22/18 18:41,9952426542,jcb,
2,212,663,612,50,58737.09,8072,7/3/17 21:36,7/22/17 21:36,387462724,jcb,
2,213,203,531,38,31946.86,4861,12/30/10 18:42,1/24/11 18:42,8177425447,visa,
2,214,120,550,48,42798.6,16269,9/19/10 10:05,9/20/10 10:05,5916083718,mastercard,
1,215,296,248,42,79152.65,7613,1/17/09 17:18,2/9/09 17:18,7093118887,switch,
1,216,423,1096,40,80997.2,11730,6/15/19 13:20,6/25/19 13:20,3623997420,jcb,
2,217,786,214,34,27966.5,2454,6/18/20 23:43,6/24/20 23:43,3190313857,diners-club-carte-blanche,
1,218,935,351,28,65144.71,12837,6/28/05 1:30,7/21/05 1:30,750097949,jcb,
2,219,191,61,39,81672.24,4242,10/21/17 5:14,10/29/17 5:14,8244540230,jcb,
2,220,626,160,50,92603.33,10472,5/6/15 10:59,5/22/15 10:59,2197443062,jcb,
1,221,548,1028,24,45805.62,16443,4/3/17 0:18,4/15/17 0:18,5286275931,diners-club-carte-blanche,
2,222,481,715,12,18735.65,8551,5/22/08 7:13,6/7/08 7:13,9464794852,mastercard,
1,223,21,1052,8,59776.89,8531,7/1/19 22:17,7/24/19 22:17,67551084,switch,
2,224,745,48,5,53541.68,5558,8/28/17 7:01,9/21/17 7:01,1052965008,jcb,
1,225,944,1093,3,26807.28,15775,3/18/11 21:09,3/22/11 21:09,6074603057,china-unionpay,
1,226,837,196,28,70175.74,15017,1/13/09 1:04,2/1/09 1:04,5986632036,jcb,
1,227,832,914,46,92727.88,5979,9/5/10 14:59,9/29/10 14:59,9847553912,bankcard,
2,228,948,984,39,47884.81,2974,7/15/14 1:01,8/10/14 1:01,28517652,switch,
1,229,715,306,11,66816.46,14026,10/19/19 9:35,11/12/19 9:35,9781844299,visa-electron,
2,230,662,908,34,95657.49,17306,11/18/16 11:37,12/15/16 11:37,6195504068,jcb,
1,231,449,279,26,21139.53,11345,6/23/10 0:21,7/13/10 0:21,3639246160,jcb,
1,232,987,76,4,31631.86,16743,11/1/19 19:29,11/3/19 19:29,860402460,jcb,
2,233,763,482,5,59679.1,2840,2/25/14 7:25,3/23/14 7:25,1946224766,diners-club-enroute,
1,234,88,852,3,41545.52,15259,3/10/07 14:12,3/13/07 14:12,8041108717,switch,
1,235,665,60,7,83604.34,9667,11/4/10 4:41,11/17/10 4:41,4591957403,diners-club-us-ca,
1,236,519,187,17,37074.2,16273,9/24/10 9:14,10/14/10 9:14,669796212,jcb,
1,237,302,339,12,94853.04,3499,4/12/14 8:22,5/2/14 8:22,8179565416,solo,
2,238,288,811,14,19729.79,12344,11/4/05 7:39,11/21/05 7:39,7457588590,visa,
1,239,709,494,30,92829.49,1524,3/8/08 12:39,3/19/08 12:39,7427272234,visa,
2,240,524,769,39,58540.95,12137,12/26/12 5:11,1/4/13 5:11,7598562482,jcb,
1,241,250,1093,40,27559.86,7248,6/18/20 7:21,7/17/20 7:21,7292282083,diners-club-enroute,
2,242,168,838,49,69148.84,2205,2/25/14 21:25,3/25/14 21:25,5318363490,jcb,
2,243,537,913,14,42308.8,5411,8/7/19 17:38,8/28/19 17:38,9449393249,jcb,
1,244,482,1043,50,54175.79,10630,12/17/12 8:50,1/5/13 8:50,1332828078,maestro,
2,245,747,654,7,24882.46,10276,6/15/09 15:25,6/27/09 15:25,1071993798,jcb,
1,246,21,502,27,97671.5,16798,6/3/05 12:35,6/7/05 12:35,7725153772,visa-electron,
2,247,184,793,19,63660.51,15467,3/7/08 15:28,3/30/08 15:28,9642747405,visa-electron,
1,248,104,141,27,79512.24,4594,9/30/17 10:39,10/25/17 10:39,5983323490,mastercard,
1,249,875,787,46,78383.12,5650,12/26/09 19:11,1/10/10 19:11,6218922871,jcb,
2,250,320,905,16,92189.52,5504,5/16/13 21:55,6/15/13 21:55,2238739556,maestro,
1,251,302,757,40,39342.59,16114,12/18/07 0:16,1/12/08 0:16,1955947643,visa-electron,
1,252,154,1020,30,57773.49,1628,3/21/08 0:47,4/9/08 0:47,6104764851,jcb,
2,253,244,441,31,53262.3,4324,2/22/15 15:36,3/12/15 15:36,9205880485,jcb,
1,254,622,151,36,58980.52,12347,1/14/10 12:07,1/28/10 12:07,2756205214,jcb,
2,255,260,1023,38,81871.99,9175,11/18/08 0:02,12/18/08 0:02,1111361622,instapayment,
1,256,462,1076,32,57792.61,12500,8/29/05 10:53,9/5/05 10:53,3438365227,diners-club-enroute,
2,257,719,302,40,44444.76,15567,2/26/08 17:23,3/5/08 17:23,1502255383,mastercard,
2,258,386,533,42,39971.78,5413,12/8/15 4:12,12/12/15 4:12,5769057181,mastercard,
2,259,684,1095,24,70152.03,2158,8/13/12 10:05,9/11/12 10:05,2125418517,jcb,
2,260,276,876,23,27111.45,14796,2/4/17 15:57,3/6/17 15:57,4468853077,visa-electron,
1,261,450,979,50,58404.4,8289,2/18/06 14:04,3/10/06 14:04,6370218642,americanexpress,
1,262,83,556,46,83282.8,13574,8/31/11 6:07,9/24/11 6:07,1015393500,maestro,
1,263,848,412,9,89679.8,6160,3/18/19 17:11,4/15/19 17:11,3351927053,diners-club-enroute,
1,264,9,938,42,28896.33,17247,6/14/16 9:21,6/23/16 9:21,1571397396,bankcard,
2,265,714,900,42,72266.63,9753,9/16/07 5:05,9/27/07 5:05,1847911722,jcb,
2,266,606,1008,2,58045.1,5320,9/3/06 8:30,9/29/06 8:30,8222841297,jcb,
2,267,301,931,42,30811.91,10322,3/22/09 10:16,4/18/09 10:16,9507667172,jcb,
2,268,329,36,1,83824.65,8933,10/16/06 1:35,11/12/06 1:35,1866971840,switch,
2,269,214,147,25,64067.53,779,2/28/11 22:22,3/1/11 22:22,7181520849,jcb,
2,270,943,305,41,58967.02,11741,1/16/07 0:41,2/12/07 0:41,9320458758,jcb,
2,271,97,198,46,45852.14,16807,8/17/10 20:55,9/15/10 20:55,7639270103,diners-club-carte-blanche,
1,272,945,751,39,74546.45,12613,3/3/08 23:17,3/21/08 23:17,6902075948,maestro,
2,273,708,828,47,30181.35,3043,10/1/15 16:55,10/13/15 16:55,7860599538,jcb,
1,274,644,246,41,45437.92,13952,11/4/17 23:21,11/24/17 23:21,8127471763,jcb,
1,275,339,948,11,53875.27,5905,6/29/08 15:05,7/8/08 15:05,6052271949,china-unionpay,
1,276,955,99,15,56289.58,14723,4/26/09 16:44,5/12/09 16:44,7243130224,americanexpress,
1,277,771,702,21,81020.46,9322,3/10/16 17:46,3/22/16 17:46,1128669587,diners-club-enroute,
2,278,745,810,19,74913.76,14759,10/9/19 16:25,11/5/19 16:25,7012828595,visa-electron,
1,279,162,9,44,68156.37,10384,6/29/19 18:28,7/25/19 18:28,8390812258,visa-electron,
1,280,787,384,21,39688.14,15687,2/6/16 4:59,2/23/16 4:59,5020924970,jcb,
1,281,54,710,29,58929.42,6031,9/10/16 23:56,10/10/16 23:56,2291686119,jcb,
1,282,774,670,14,46282.4,7917,4/16/18 13:02,4/17/18 13:02,7080437695,visa-electron,
2,283,439,461,18,34224.97,5622,3/2/12 21:20,3/14/12 21:20,6673825219,china-unionpay,
